企業キー,法人番号,企業名,EDINETコード,証券コード,提出日,対象期間終了日,最新収集アプリver,データ整合性フラグ,分析候補,企業分類推定,総資産,純資産,負債,自己資本比率,営業利益,経常利益,当期利益,営業キャッシュフロー,投資キャッシュフロー,財務キャッシュフロー,現金及び現金同等物,ROE,平均年齢,平均年間給与,平均勤続年数,研究開発費,売上高・営業収益,従業員数,女性管理職比率,男性育休取得率,男女賃金差異_全労働者,男女賃金差異_正規,男女賃金差異_非正規,詳細業種1,詳細業種1信頼度,詳細業種2,詳細業種2信頼度,詳細業種3,詳細業種3信頼度,詳細業種候補,詳細業種根拠キーワード,しょくばらぼ_JOIN,しょくばらぼ_結合方法,しょくばらぼ_取得項目数,しょくばらぼ_企業名,しょくばらぼ_法人番号,しょくばらぼ_証券コード,しょくばらぼ_業種,しょくばらぼ_都道府県,しょくばらぼ_企業規模,しょくばらぼ_市場区分,しょくばらぼ_正社員の有給休暇取得日数_数値,しょくばらぼ_年次有給休暇取得率（全体）-取得率_数値,しょくばらぼ_年次有給休暇取得率（雇用管理区分）-取得率（一覧）_数値,しょくばらぼ_月平均所定外労働時間_数値,しょくばらぼ_対象労働者全体の月平均の法定時間外労働時間と法定休日労働時間の合計-平均残業時間（詳細）_数値,しょくばらぼ_平均の法定時間外労働60時間以上の労働者の数_数値,しょくばらぼ_男女の賃金の差異-全労働者_数値,しょくばらぼ_男女の賃金の差異-うち正規雇用労働者_数値,しょくばらぼ_男女の賃金の差異-うち非正規雇用労働者_数値,しょくばらぼ_正社員の平均継続勤務年数_数値,しょくばらぼ_従業員の平均年齢_数値,しょくばらぼ_管理職に占める女性の割合_数値,しょくばらぼ_役員に占める女性の割合_数値,しょくばらぼ_育児休業取得率（男性）-男性取得率（一覧）_数値,しょくばらぼ_育児休業取得率（女性）-女性取得率（一覧）_数値,しょくばらぼ_テレワーク制度-可否,しょくばらぼ_副業・兼業-可否,しょくばらぼ_多様な正社員制度-制度-職務限定正社員,しょくばらぼ_多様な正社員制度-制度-勤務地限定正社員,しょくばらぼ_多様な正社員制度-制度-短時間正社員,しょくばらぼ_研修制度-有無,しょくばらぼ_メンター制度-有無,しょくばらぼ_自己啓発支援制度-有無,しょくばらぼ_キャリアコンサルティング制度-有無,しょくばらぼ_社内検定制度-有無,しょくばらぼ_インターンシップの受入-可否,しょくばらぼ_職場見学・職場体験の受入-可否,しょくばらぼ_えるぼし認定-認定有無,しょくばらぼ_プラチナえるぼし認定-認定有無,しょくばらぼ_くるみん-認定有無,しょくばらぼ_プラチナくるみん-認定有無,しょくばらぼ_健康経営銘柄-認定有無,女性活躍DB_JOIN,女性活躍DB_結合方法,女性活躍DB_取得項目数,女性活躍DB_企業名,女性活躍DB_法人番号,女性活躍DB_証券コード,女性活躍DB_業種,女性活躍DB_業種(詳細分類),女性活躍DB_都道府県,女性活躍DB_企業規模,女性活躍DB_市場区分,女性活躍DB_5.男女別の育児休業取得率-男性(%)_数値,女性活躍DB_5.男女別の育児休業取得率-女性(%)_数値,女性活躍DB_6.一月当たりの労働者の平均残業時間-平均残業時間(時間)_数値,女性活躍DB_8.(1)年次有給休暇の取得率-対象労働者(%)_数値,女性活躍DB_8.(2)年次有給休暇の取得率(区)-有給休暇取得率(%)_数値,女性活躍DB_10.管理職に占める女性労働者の割合-割合(%)_数値,女性活躍DB_11.役員に占める女性の割合-割合(%)_数値,女性活躍DB_14.男女の賃金の差異1-全労働者(%)_数値,女性活躍DB_14.男女の賃金の差異2-うち正規雇用労働者(%)_数値,女性活躍DB_14.男女の賃金の差異3-うち非正規雇用労働者(%)_数値,女性活躍DB_フレックスタイム制度,女性活躍DB_在宅勤務・テレワーク,女性活躍DB_短時間勤務制度,女性活躍DB_病気・不妊治療休暇,女性活躍DB_年次有給休暇時間単位取得制度,女性活躍DB_データの最終更新日
corporate_number:1010001034565,1.01E+12,株式会社ぐるなび,E05456,24400,2026/6/25,2026/3/31,0.11.24,,yes,operating_company_candidate,10911260000,5243527000,5667733000,0.477,400782000,368950000,236068000,-172356000,-1448273000,-121979000,3300833000,0.047,40.5,6355000,10,,14132741000,745,0.199,,0.678,0.718,0.442,外食,0.22,広告/マーケティング,0.2,コンサル,0.13,外食:0.22 | 広告/マーケティング:0.20 | コンサル:0.13,"飲食店, 販促, 店舗, コンサルティング, コンサル, マーケティング, 証券, 広告",matched,corporate_number,107,株式会社ぐるなび,1.01E+12,,R:サービス業（他に分類されないもの）,13:東京都,888人,,,,38,,16.3,,67.8,71.8,44.2,,,19.9,10,63.2,100,,,,,,,,,,,,,1:有,0:無,1:有,0:無,0:無,matched,security_code,75,㈱ぐるなび,1010001034565,2440,サービス業（他に分類されないもの）,サービス業（他に分類されないもの）,東京都,501～1000人,スタンダード（東証）,63.2,100.0,16.3,,38.0,19.9,10.0,67.8,71.8,44.2,フレックスタイム制度,在宅勤務・テレワーク,短時間勤務制度,,年次有給休暇時間単位取得制度,2026年04月20日
corporate_number:1010001034730,1.01E+12,株式会社内田洋行,E02515,80570,2025/10/10,2025/7/20,0.11.24,,yes,operating_company_candidate,1.74917E+11,70805000000,1.04112E+11,0.403,12174000000,13126000000,9825000000,549000000,-1027000000,-2751000000,23071000000,0.145,40.6,7783747,16.4,1389000000,3.37055E+11,1113,0.076,0.78,0.735,0.705,0.863,教育,0.2,人材/アウトソーシング,0.17,ソフトウェア,0.1,教育:0.20 | 人材/アウトソーシング:0.17 | ソフトウェア:0.10,"教育, 人材, ソフトウェア, 介護, 不動産, 派遣, 施工, システムインテグレーション",matched,corporate_number,106,株式会社内田洋行,1.01E+12,8057,I:卸売業，小売業,13:東京都,1319人,13,,,63.6,,21,,73.5,70.5,86.3,,,7.6,7.7,78,100,,,,,,,,,,,,,1:有,0:無,1:有,0:無,0:無,matched,security_code,63,株式会社内田洋行,1010001034730,8057,卸売業、小売業,その他卸売業、小売業,東京都,1001～5000人,プライム（東証）,78.0,100.0,21.0,,63.6,7.6,7.7,73.5,70.5,86.3,フレックスタイム制度,在宅勤務・テレワーク,短時間勤務制度,,年次有給休暇時間単位取得制度,2025年10月22日
corporate_number:1010001034747,1.01E+12,株式会社岡三証券グループ,E03756,86090,2026/6/19,2026/3/31,0.11.24,,yes,operating_company_candidate,1.40109E+12,2.30972E+11,1.17012E+12,0.165,18730000000,22867000000,21360000000,62847000000,4757000000,-35011000000,78257000000,0.097,45,11281863,14,,95595000000,67,,,,,,証券,0.77,不動産/デベロッパー,0.08,コンサル,0.04,証券:0.77 | 不動産/デベロッパー:0.08 | コンサル:0.04,"証券, 金融商品取引, 不動産, 戦略, 情報システム, 銀行, マーケティング, インターネット",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:1010001034763,1.01E+12,株式会社歌舞伎座,E04606,96610,2026/5/26,2026/2/28,0.11.24,,yes,operating_company_candidate,24326491000,11367812000,12958678000,0.467,378931000,380553000,284536000,705871000,-106968000,-63115000,2570307000,0.025,42.2,6874000,12.8,,3632657000,5,,,,,,不動産/デベロッパー,0.6,証券,0.11,外食,0.1,不動産/デベロッパー:0.60 | 証券:0.11 | 外食:0.10,"不動産, 賃貸, 証券, 飲食店, リース, 店舗, カメラ, 車両",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matched,company_name,26,㈱歌舞伎座,,,サービス業（他に分類されないもの）,サービス業（他に分類されないもの）,東京都,10～100人,,,,,,,0.0,0.0,,,,,,,,,2016年02月28日
corporate_number:1010001034813,1.01E+12,株式会社資生堂,E00990,49110,2026/3/23,2025/12/31,0.11.24,,yes,operating_company_candidate,1.26726E+12,6.00756E+11,3.95652E+11,0.474,-28788000000,76763000000,-40680000000,1.0989E+11,-43424000000,-77248000000,91839000000,-0.066,39.3,7080304,11.2,27100000000,9.69992E+11,3850,0.389,,0.811,0.924,0.666,アパレル/化粧品,0.31,バイオ/創薬,0.09,医薬品,0.08,アパレル/化粧品:0.31 | バイオ/創薬:0.09 | 医薬品:0.08,"化粧品, 美容, 医薬品, 食品, 病院, マーケティング, 細胞, 証券",matched,corporate_number,58,株式会社資生堂,1.01E+12,,E:製造業,13:東京都,5159人,,,84.5,,,,,81.1,92.4,66.6,,,43.3,50,,,,,,,,,,,,,,,0:無,0:無,1:有,0:無,0:無,matched,security_code,48,株式会社資生堂,1010001034813,4911,化学工業,化粧品,東京都,5001人以上,プライム（東証）,,,,84.5,,43.3,50.0,81.1,92.4,66.6,フレックスタイム制度,在宅勤務・テレワーク,短時間勤務制度,病気・不妊治療休暇,,2026年05月28日
corporate_number:1010001034887,1.01E+12,日清オイリオグループ株式会社,E00428,26020,2026/6/16,2026/3/31,0.11.24,,yes,operating_company_candidate,4.51185E+11,2.22004E+11,2.2918E+11,0.466,17027000000,16030000000,23988000000,10460000000,-9832000000,8231000000,24953000000,0.121,41.6,7706494,17.3,4776000000,5.54251E+11,1295,0.08,0.95,0.702,0.728,0.548,食品/飲料,0.21,アパレル/化粧品,0.1,素材/材料,0.1,食品/飲料:0.21 | アパレル/化粧品:0.10 | 素材/材料:0.10,"食品, 化粧品, 加工食品, 素材, 物流, 保険, 損害保険, 化学",matched,corporate_number,131,日清オイリオグループ株式会社,1.01E+12,,E:製造業,13:東京都,1577人,,,,73.7,,15.1,0,67.8,71.7,48.9,,,7.3,9.7,95.7,100,,,,,,,,,,,,,1:有,0:無,1:有,1:有,0:無,matched,security_code,83,日清オイリオグループ株式会社,1010001034887,2602,食料品、飲料・たばこ・飼料製造業,食料品、飲料・たばこ・飼料製造業,東京都,1001～5000人,プライム（東証）,95.7,100.0,16.4,,78.2,8.2,9.1,70.2,72.8,54.8,フレックスタイム制度,在宅勤務・テレワーク,短時間勤務制度,病気・不妊治療休暇,年次有給休暇時間単位取得制度,2026年07月06日
corporate_number:1010001034920,1.01E+12,平和不動産株式会社,E03858,88030,2026/6/24,2026/3/31,0.11.24,,yes,operating_company_candidate,4.51838E+11,1.26763E+11,3.25075E+11,0.281,15109000000,12980000000,11032000000,14852000000,-26470000000,10802000000,24425000000,0.09,42.1,12253000,14.7,,50855000000,107,0.167,0.5,,,,不動産/デベロッパー,0.44,証券,0.29,建設,0.11,不動産/デベロッパー:0.44 | 証券:0.29 | 建設:0.11,"不動産, 証券, ホテル, 賃貸, 建築, 建設, 分譲, オフィスビル",matched,corporate_number,60,平和不動産株式会社,1.01E+12,,K:不動産業，物品賃貸業,13:東京都,105人,,,,81.4,,,,,,,,,,,100,,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,security_code,34,平和不動産株式会社,1010001034920,8803,不動産業、物品賃貸業,不動産業、物品賃貸業,東京都,101～300人,プライム（東証）,100.0,,,,81.4,,,,,,,,,,,2025年08月20日
corporate_number:1010001034929,1.01E+12,ＤＭ三井製糖株式会社,E00356,21090,2026/6/19,2026/3/31,0.11.24,,yes,operating_company_candidate,1.81955E+11,1.14595E+11,67359000000,0.6156,12909000000,12640000000,3961000000,12343000000,-5309000000,-19157000000,28116000000,0.035,43.38,8154131,18.28,968000000,1.80102E+11,428,0.123,,0.773,0.788,0.972,食品/飲料,0.24,不動産/デベロッパー,0.22,素材/材料,0.09,食品/飲料:0.24 | 不動産/デベロッパー:0.22 | 素材/材料:0.09,"食品, 不動産, 発電, 素材, 賃貸, バイオ, 倉庫, 医薬品",matched,company_name,63,ＤＭ三井製糖株式会社,8.01E+12,,E:製造業,13:東京都,496人,,,,,,,,80,80.2,109.2,,,10.2,,75,100,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,company_name,43,DM三井製糖株式会社,8010001213162,,食料品、飲料・たばこ・飼料製造業,食料品、飲料・たばこ・飼料製造業,東京都,301～500人,,75.0,100.0,,,,10.2,,80.0,80.2,109.2,フレックスタイム制度,在宅勤務・テレワーク,短時間勤務制度,,年次有給休暇時間単位取得制度,2024年11月29日
corporate_number:1010001034945,1.01E+12,株式会社松屋,E03017,82370,2026/5/27,2026/2/28,0.11.24,,yes,operating_company_candidate,76138000000,27478000000,48660000000,0.35,2636000000,2600000000,2192000000,4722000000,143000000,-4032000000,4694000000,0.08,47.5,7323000,21.9,,45706000000,561,,,0.587,0.734,0.636,不動産/デベロッパー,0.29,広告/マーケティング,0.18,証券,0.09,不動産/デベロッパー:0.29 | 広告/マーケティング:0.18 | 証券:0.09,"不動産, 広告, 賃貸, 証券, 建築, 人材, 教育, 食品",matched,corporate_number,100,株式会社松屋,1.01E+12,,I:卸売業，小売業,13:東京都,818人,,,,,,,,58.7,73.4,63.6,,,15.6,23.1,100,100,,,,,,,,,,,,,0:無,0:無,1:有,0:無,0:無,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:1010001034953,1.01E+12,Ｂｉｔｃｏｉｎ Ｊａｐａｎ株式会社,E02627,81050,2026/6/29,2026/3/31,0.11.24,,yes,operating_company_candidate,4638087000,4001067000,637019000,0.862,-462015000,-482505000,-537257000,-414581000,1092936000,1856239000,3015005000,-0.161,51.8,4308174,14.5,,2959059000,72,,,0.55,0.619,0.544,専門商社,0.37,証券,0.19,人材/アウトソーシング,0.13,専門商社:0.37 | 証券:0.19 | 人材/アウトソーシング:0.13,"卸売, 証券, 人材, データセンター, 戦略, アパレル, メディア, 原油",matched,corporate_number,24,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ株式会社,1.01E+12,,I:卸売業，小売業,13:東京都,124人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:1010001034978,1.01E+12,日本紙パルプ商事株式会社,E02510,80320,2026/6/22,2026/3/31,0.11.24,,yes,operating_company_candidate,3.94704E+11,1.40907E+11,2.53797E+11,0.326,10848000000,10887000000,4720000000,24554000000,-1178000000,-16793000000,25280000000,0.036,44.7,8899403,20.5,,6.06779E+11,753,0.02,,0.55,0.549,1.05,紙/パルプ,0.42,不動産/デベロッパー,0.16,専門商社,0.09,紙/パルプ:0.42 | 不動産/デベロッパー:0.16 | 専門商社:0.09,"紙, パルプ, 板紙, 不動産, 卸売, 賃貸, 材料, 証券",matched,corporate_number,152,日本紙パルプ商事株式会社,1.01E+12,,I:卸売業，小売業,13:東京都,900人,,,,74,,6,,52.1,52.2,91.3,,,1.2,19,63.6,80,,,,,,,,,,,,,0:無,0:無,1:有,0:無,0:無,matched,security_code,97,日本紙パルプ商事株式会社,1010001034978,8032,卸売業、小売業,商社,東京都,501～1000人,プライム（東証）,42.9,100.0,6.0,,75.8,2.0,17.4,55.0,54.9,105.0,,在宅勤務・テレワーク,短時間勤務制度,,年次有給休暇時間単位取得制度,2026年07月02日
corporate_number:1010001034994,1.01E+12,日本パーカライジング株式会社,E00898,40950,2026/6/25,2026/3/31,0.11.24,,yes,operating_company_candidate,2.73094E+11,2.21457E+11,51636000000,0.739,14814000000,19667000000,12940000000,25402000000,617000000,-25857000000,53849000000,0.065,44,8050517,17.6,2754000000,1.38155E+11,906,0.025,0.7,0.642,0.794,0.876,鉄鋼/非鉄,0.18,プラント/エンジニアリング,0.15,化学,0.12,鉄鋼/非鉄:0.18 | プラント/エンジニアリング:0.15 | 化学:0.12,"エンジニアリング, 化学, 自動車, 材料, 非鉄, 鉄鋼, 電子部品, 医療機器",matched,corporate_number,77,日本パーカライジング株式会社,1.01E+12,,E:製造業,13:東京都,1022人,,,73.3,,,,,64.5,79.7,83.8,,,2.6,8.3,55.6,100,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,security_code,61,日本パーカライジング株式会社,1010001034994,4095,化学工業,その他化学工業,東京都,1001～5000人,プライム（東証）,55.6,100.0,,73.3,,2.6,8.3,64.5,79.7,83.8,,,,,,2026年02月05日
corporate_number:1010001035010,1.01E+12,わかもと製薬株式会社,E00928,45120,2026/6/18,2026/3/31,0.11.24,,yes,operating_company_candidate,16499607000,12008581000,4491025000,0.7278,255542000,256396000,227215000,-486912000,-657556000,195885000,2006175000,0.0192,44.4,5649590,17,478000000,9906841000,303,0.182,,0.85,0.873,0.616,医薬品,0.48,不動産/デベロッパー,0.22,光学/精密機器,0.16,医薬品:0.48 | 不動産/デベロッパー:0.22 | 光学/精密機器:0.16,"医薬品, 不動産, 賃貸, レンズ, 製薬, 医療用医薬品, 医療機器, 証券",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:1010001044837,1.01E+12,ザインエレクトロニクス株式会社,E02062,67690,2026/3/26,2025/12/31,0.11.24,,yes,operating_company_candidate,9665465000,8917368000,748096000,0.904,-342835000,-403232000,-334330000,-707635000,194792000,-339872000,6454287000,0.086,45.4,7551000,13,1321000000,4639402000,86,0.13,0.5,0.772,0.758,,半導体,0.3,光学/精密機器,0.15,自動車部品,0.11,半導体:0.30 | 光学/精密機器:0.15 | 自動車部品:0.11,"LSI, カメラ, 半導体, 車載, 電力, ソフトウェア, 証券, 産業機器",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:1010001049480,1.01E+12,高橋カーテンウォール工業株式会社,E00222,19940,2026/3/26,2025/12/31,0.11.24,,yes,operating_company_candidate,12628705000,10796833000,1831872000,0.855,112686000,186689000,190520000,2511050000,-374065000,-1015500000,2150355000,0.018,44.6,6734000,14.9,39757000,7338120000,186,,,,,,建設,0.43,不動産/デベロッパー,0.16,証券,0.08,建設:0.43 | 不動産/デベロッパー:0.16 | 証券:0.08,"建設, 施工, 不動産, 証券, ホテル, 人材, 建築, 賃貸",matched,corporate_number,30,高橋カーテンウォール工業株式会社,1.01E+12,,D:建設業,13:東京都,192人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,security_code,20,高橋カーテンウォール工業株式会社,1010001049480,1994,建設業,住宅,東京都,101～300人,スタンダード（東証）,,,,,,,,,,,,,,,,
corporate_number:1010001053053,1.01E+12,株式会社ナンシン,E02447,73990,2026/6/29,2026/3/31,0.11.24,,yes,operating_company_candidate,14613023000,12133045000,2479977000,0.83,211319000,297334000,232500000,649377000,-18165000,-211313000,3023812000,0.019,46.2,5754893,12.3,126575000,9777768000,173,0.103,1,0.753,0.752,0.738,物流,0.54,素材/材料,0.12,証券,0.1,物流:0.54 | 素材/材料:0.12 | 証券:0.10,"物流, 材料, 証券, 樹脂, 店舗, 機械, 車両, 教育",matched,corporate_number,52,株式会社ナンシン,1.01E+12,,E:製造業,13:東京都,169人,,,,,,,,,,,,,4.3,0,100,100,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,security_code,42,株式会社ナンシン,1010001053053,7399,その他製造業,その他製造業,東京都,101～300人,スタンダード（東証）,100.0,100.0,,,,4.3,0.0,,,,,在宅勤務・テレワーク,短時間勤務制度,,,2026年01月08日
corporate_number:1010001057236,1.01E+12,丸三証券株式会社,E03760,86130,2026/6/16,2026/3/31,0.11.24,,yes,operating_company_candidate,88476000000,51444000000,37032000000,0.5798,5375000000,5923000000,5010000000,9293000000,-549000000,-4891000000,35588000000,0.1013,35,7729000,12,,21725000000,1130,0.03,,0.69,0.617,1.01,証券,0.78,教育,0.06,人材/アウトソーシング,0.05,証券:0.78 | 教育:0.06 | 人材/アウトソーシング:0.05,"証券, 金融商品取引, 人材, 教育, 店舗, 計測, インターネット, トレーディング",matched,corporate_number,135,丸三証券株式会社,1.01E+12,,J:金融業，保険業,13:東京都,1130人,,,68.9,68.9,,19,,69,61.7,101,,,3,18.2,52.1,87.5,,,,,,,,,,,,,0:無,0:無,1:有,0:無,0:無,matched,security_code,81,丸三証券株式会社,1010001057236,8613,金融業、保険業,証券,東京都,1001～5000人,プライム（東証）,52.1,87.5,19.0,68.9,68.9,3.0,18.2,69.0,61.7,101.0,,,,,,2026年06月15日
corporate_number:1010001066022,1.01E+12,株式会社ジェイック,E35187,70730,2026/4/28,2026/1/31,0.11.24,,yes,operating_company_candidate,3130933000,1060531000,2070402000,0.342,203413000,193732000,130027000,369361000,-110470000,101879000,1761856000,0.127,35.2,5188000,7.8,,4475801000,228,0.316,0.833,0.706,0.835,0.59,教育,0.38,人材/アウトソーシング,0.3,広告/マーケティング,0.13,教育:0.38 | 人材/アウトソーシング:0.30 | 広告/マーケティング:0.13,"人材, 教育, 研修, 広告, 学校, 派遣, 証券, 採用支援",matched,corporate_number,131,株式会社ジェイック,1.01E+12,,R:サービス業（他に分類されないもの）,13:東京都,256人,,,,,,9.5,,,,,,,27.3,16.7,,,,,,,,,,,,,,,1:有,0:無,0:無,0:無,0:無,matched,company_name,95,株式会社ジェイック,1010001066022,,サービス業（他に分類されないもの）,サービス業（他に分類されないもの）,東京都,101～300人,,,,9.5,,,27.3,16.7,,,,,,,,,2026年03月16日
corporate_number:1010001068118,1.01E+12,いちご株式会社,E05314,23370,2026/5/20,2026/2/28,0.11.24,,yes,operating_company_candidate,4.3582E+11,1.16754E+11,3.19066E+11,0.266,20449000000,17095000000,16628000000,-21859000000,14726000000,9708000000,42019000000,0.146,43.6,11651000,7,37000000,92705000000,116,0.4,,,,,不動産/デベロッパー,0.26,電力,0.24,建設,0.19,不動産/デベロッパー:0.26 | 電力:0.24 | 建設:0.19,"不動産, 建設, 発電, ホテル, デベロッパー, 電力, 証券, 金融商品取引",matched,corporate_number,30,いちご株式会社,1.01E+12,,K:不動産業，物品賃貸業,13:東京都,237人,,,,,,,,,,,,,33.3,,,,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,security_code,25,いちご株式会社,1010001068118,2337,不動産業、物品賃貸業,不動産業、物品賃貸業,東京都,101～300人,プライム（東証）,,,,,,33.3,,,,,,,,,,2026年04月30日
